MariaDB [ntua_db_2026]> SELECT 
    ->     h.dept_name 'Department',
    ->     YEAR(h.admission_date) 'Year',
    ->     i.name 'Insurance Carrier', 
    ->     COUNT(h.costing_id) 'Cases covered by carrier this year', 
    ->     SUM(c.base_cost) 'Total base cost',
    ->     SUM(calculate_hospit_cost(h.hosp_id)) 'Total revenue'
    -> FROM 
    ->     hospitalisation h
    ->     INNER JOIN costing c ON h.costing_id = c.costing_id
    ->     INNER JOIN insurance_carrier i ON h.carrier_id = i.carrier_id
    -> GROUP BY h.dept_name, YEAR(h.admission_date), i.name;
+-----------------------------+------+-------------------------------------------------------------------+------------------------------------+-----------------+---------------+
| Department                  | Year | Insurance Carrier                                                 | Cases covered by carrier this year | Total base cost | Total revenue |
| Neurology                   | 2022 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |         1813.00 |       4351.20 |
| Neurology                   | 2022 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         1099.00 |       2747.50 |
| Neurology                   | 2022 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |          584.00 |      77204.80 |
| Neurology                   | 2022 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  2 |         2008.00 |     165163.60 |
| Neurology                   | 2023 | Δρακουλή-Κριάλης                                                  |                                  2 |        18004.00 |    1586322.00 |
| Neurology                   | 2023 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  2 |         3617.00 |     359745.60 |
| Neurology                   | 2023 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         6908.00 |      42829.60 |
| Neurology                   | 2024 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |          336.00 |       3628.80 |
| Neurology                   | 2025 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         5818.00 |       5818.00 |
| Neurology                   | 2025 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         1007.00 |      46825.50 |
| Neurology                   | 2026 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         3297.00 |       3297.00 |
| Neurology                   | 2026 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         1860.00 |       2418.00 |
| Neurology                   | 2026 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         2381.00 |       2381.00 |
| Neurology                   | 2026 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         2079.00 |       2079.00 |
| Oncology                    | 2020 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1930.00 |     437917.00 |
| Oncology                    | 2021 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |         3573.00 |     674225.10 |
| Oncology                    | 2022 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         2460.00 |      21648.00 |
| Oncology                    | 2022 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         2233.00 |     269746.40 |
| Oncology                    | 2023 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  2 |         5611.00 |      97093.00 |
| Oncology                    | 2024 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1245.00 |       7470.00 |
| Oncology                    | 2024 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         1903.00 |     125598.00 |
| Oncology                    | 2024 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |          988.00 |       5335.20 |
| Oncology                    | 2025 | Ανασφάλιστος                                                      |                                  2 |         1219.00 |      12789.80 |
| Oncology                    | 2026 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         1980.00 |      18810.00 |
| Oncology                    | 2026 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |          934.00 |       3455.80 |
| Oncology                    | 2026 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         3329.00 |      14314.70 |
| Operating theatre (OT)      | 2020 | Ανασφάλιστος                                                      |                                  1 |          482.00 |       4000.60 |
| Operating theatre (OT)      | 2020 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1903.00 |      12369.50 |
| Operating theatre (OT)      | 2021 | Δρακουλή-Κριάλης                                                  |                                  1 |         2182.00 |     368321.60 |
| Operating theatre (OT)      | 2021 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |          288.00 |      52732.80 |
| Operating theatre (OT)      | 2021 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |        41579.00 |    7010219.40 |
| Operating theatre (OT)      | 2021 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  2 |         4065.00 |     271170.20 |
| Operating theatre (OT)      | 2022 | Ανασφάλιστος                                                      |                                  2 |         6628.00 |     603665.10 |
| Operating theatre (OT)      | 2022 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         6413.00 |      30141.10 |
| Operating theatre (OT)      | 2022 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  2 |         6268.00 |     793906.20 |
| Operating theatre (OT)      | 2023 | Ανασφάλιστος                                                      |                                  1 |         1286.00 |     130271.80 |
| Operating theatre (OT)      | 2023 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  2 |         4139.00 |     329850.10 |
| Operating theatre (OT)      | 2023 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |          902.00 |       5863.00 |
| Operating theatre (OT)      | 2024 | Δρακουλή-Κριάλης                                                  |                                  1 |         1292.00 |       5168.00 |
| Operating theatre (OT)      | 2024 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |          475.00 |       4560.00 |
| Operating theatre (OT)      | 2025 | Δρακουλή-Κριάλης                                                  |                                  1 |         2724.00 |      80902.80 |
| Operating theatre (OT)      | 2025 | Μανέτα-Λιάνου Α.Ε.                                                |                                  2 |         3897.00 |      23810.00 |
| Operating theatre (OT)      | 2025 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          683.00 |      19124.00 |
| Operating theatre (OT)      | 2026 | Ανασφάλιστος                                                      |                                  1 |         3696.00 |      27350.40 |
| Operating theatre (OT)      | 2026 | Δρακουλή-Κριάλης                                                  |                                  1 |         1043.00 |       9908.50 |
| Operating theatre (OT)      | 2026 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |        26508.00 |      26508.00 |
| Operating theatre (OT)      | 2026 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  3 |        13926.00 |      78214.00 |
| Operating theatre (OT)      | 2026 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         1393.00 |       8636.60 |
| Opthalmology                | 2020 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1230.00 |       6150.00 |
| Opthalmology                | 2020 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         1191.00 |     259042.50 |
| Opthalmology                | 2021 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         1821.00 |      16571.10 |
| Opthalmology                | 2021 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  2 |         3884.00 |     643454.30 |
| Opthalmology                | 2022 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         3761.00 |     558508.50 |
| Opthalmology                | 2022 | Σύψα, Νικολάτου και Πιτερός                                       |                                  2 |         8282.00 |     163626.20 |
| Opthalmology                | 2022 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |          740.00 |       6142.00 |
| Opthalmology                | 2023 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |          607.00 |      56268.90 |
| Opthalmology                | 2023 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         2560.00 |     290560.00 |
| Opthalmology                | 2023 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          458.00 |       3206.00 |
| Opthalmology                | 2024 | Δρακουλή-Κριάλης                                                  |                                  1 |         1764.00 |      17816.40 |
| Opthalmology                | 2024 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |          592.00 |      43393.60 |
| Opthalmology                | 2024 | Σύψα, Νικολάτου και Πιτερός                                       |                                  2 |         4488.00 |     353230.00 |
| Opthalmology                | 2025 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |          420.00 |       3612.00 |
| Opthalmology                | 2025 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         1759.00 |       3342.10 |
| Opthalmology                | 2025 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  2 |        15411.00 |     200356.20 |
| Opthalmology                | 2026 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         2428.00 |       2428.00 |
| Orthopaedic                 | 2020 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          872.00 |     201170.40 |
| Orthopaedic                 | 2021 | Δρακουλή-Κριάλης                                                  |                                  1 |         1886.00 |       4149.20 |
| Orthopaedic                 | 2021 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          389.00 |      64107.20 |
| Orthopaedic                 | 2021 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1580.00 |       9006.00 |
| Orthopaedic                 | 2021 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         1910.00 |       3438.00 |
| Orthopaedic                 | 2022 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |          719.00 |       2372.70 |
| Orthopaedic                 | 2024 | Ανασφάλιστος                                                      |                                  1 |         1374.00 |       7282.20 |
| Orthopaedic                 | 2024 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |         8798.00 |      36951.60 |
| Orthopaedic                 | 2024 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1374.00 |      12366.00 |
| Orthopaedic                 | 2024 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         1118.00 |       1341.60 |
| Orthopaedic                 | 2025 | Ανασφάλιστος                                                      |                                  2 |         3801.00 |      81784.50 |
| Orthopaedic                 | 2026 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1471.00 |      14121.60 |
| Outpatient Department (OPD) | 2020 | Κετεσίδου-Ψυχάρη                                                  |                                  2 |         1485.00 |     264038.80 |
| Outpatient Department (OPD) | 2020 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         1273.00 |       1654.90 |
| Outpatient Department (OPD) | 2020 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          584.00 |       5197.60 |
| Outpatient Department (OPD) | 2020 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1697.00 |     351618.40 |
| Outpatient Department (OPD) | 2021 | Ανασφάλιστος                                                      |                                  1 |         2475.00 |      10642.50 |
| Outpatient Department (OPD) | 2021 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         2529.00 |      23266.80 |
| Outpatient Department (OPD) | 2021 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         1218.00 |     205598.40 |
| Outpatient Department (OPD) | 2022 | Ανασφάλιστος                                                      |                                  2 |         3377.00 |     494308.90 |
| Outpatient Department (OPD) | 2022 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         1945.00 |     276190.00 |
| Outpatient Department (OPD) | 2023 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1097.00 |     127690.80 |
| Outpatient Department (OPD) | 2023 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |        12204.00 |      31730.40 |
| Outpatient Department (OPD) | 2023 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |        10357.00 |      10357.00 |
| Outpatient Department (OPD) | 2024 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         3297.00 |     197490.30 |
| Outpatient Department (OPD) | 2024 | Μανέτα-Λιάνου Α.Ε.                                                |                                  2 |         3245.00 |     214735.80 |
| Outpatient Department (OPD) | 2024 | Σύψα, Νικολάτου και Πιτερός                                       |                                  2 |          965.00 |      31335.00 |
| Outpatient Department (OPD) | 2024 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |        94009.00 |      94009.00 |
| Outpatient Department (OPD) | 2025 | Μανέτα-Λιάνου Α.Ε.                                                |                                  3 |         7481.00 |      49080.40 |
| Outpatient Department (OPD) | 2025 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |         6411.00 |      23079.60 |
| Outpatient Department (OPD) | 2025 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |          467.00 |       1401.00 |
| Outpatient Department (OPD) | 2026 | Δρακουλή-Κριάλης                                                  |                                  1 |         1455.00 |      10039.50 |
| Outpatient Department (OPD) | 2026 | Πολυχρόνης, Τσακίρη και Σταμέλου                                  |                                  1 |          872.00 |       6452.80 |
| Outpatient Department (OPD) | 2026 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |         2785.00 |       2785.00 |
| Pediatrics                  | 2020 | Δρακουλή-Κριάλης                                                  |                                  1 |         1191.00 |       8932.50 |
| Pediatrics                  | 2020 | Κετεσίδου-Ψυχάρη                                                  |                                  2 |         2124.00 |     269594.30 |
| Pediatrics                  | 2020 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1027.00 |     231588.50 |
| Pediatrics                  | 2020 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         7916.00 |      69660.80 |
| Pediatrics                  | 2021 | Ανασφάλιστος                                                      |                                  2 |         2409.00 |     107246.60 |
| Pediatrics                  | 2022 | Δρακουλή-Κριάλης                                                  |                                  2 |         2895.00 |      63832.50 |
| Pediatrics                  | 2022 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |          652.00 |       6324.40 |
| Pediatrics                  | 2022 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         5777.00 |     751010.00 |
| Pediatrics                  | 2023 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |         1813.00 |     203056.00 |
| Pediatrics                  | 2024 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         2413.00 |     180492.40 |
| Pediatrics                  | 2024 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         4470.00 |      44253.00 |
| Pediatrics                  | 2025 | Δρακουλή-Κριάλης                                                  |                                  2 |         3926.00 |      47872.90 |
| Pediatrics                  | 2026 | Ανασφάλιστος                                                      |                                  1 |         2236.00 |      21242.00 |
| Psychiatry                  | 2020 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1089.00 |       1415.70 |
| Psychiatry                  | 2020 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         1323.00 |     278094.60 |
| Psychiatry                  | 2022 | Ανασφάλιστος                                                      |                                  1 |         2386.00 |       5487.80 |
| Psychiatry                  | 2022 | Δρακουλή-Κριάλης                                                  |                                  1 |         1578.00 |     194567.40 |
| Psychiatry                  | 2022 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         2171.00 |     295690.20 |
| Psychiatry                  | 2022 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          428.00 |      63472.40 |
| Psychiatry                  | 2024 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |         9147.00 |     529611.30 |
| Psychiatry                  | 2024 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         1938.00 |      16666.80 |
| Psychiatry                  | 2025 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |         1379.00 |       6205.50 |
| Psychiatry                  | 2026 | Ανασφάλιστος                                                      |                                  1 |         3573.00 |       3573.00 |
| Psychiatry                  | 2026 | Δρακουλή-Κριάλης                                                  |                                  1 |         1026.00 |       2565.00 |
| Psychiatry                  | 2026 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |         2412.00 |       2412.00 |
| Urology                     | 2020 | Ανασφάλιστος                                                      |                                  1 |          280.00 |      62972.00 |
| Urology                     | 2020 | Δρακουλή-Κριάλης                                                  |                                  1 |          440.00 |       4136.00 |
| Urology                     | 2020 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         3680.00 |       4784.00 |
| Urology                     | 2021 | Μανέτα-Λιάνου Α.Ε.                                                |                                  1 |          350.00 |      58730.00 |
| Urology                     | 2021 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  2 |         2669.00 |     281556.90 |
| Urology                     | 2022 | Δρακουλή-Κριάλης                                                  |                                  1 |         2171.00 |      20841.60 |
| Urology                     | 2022 | Κετεσίδου-Ψυχάρη                                                  |                                  1 |          915.00 |     142740.00 |
| Urology                     | 2022 | Μανέτα-Λιάνου Α.Ε.                                                |                                  2 |         2158.00 |      12242.40 |
| Urology                     | 2023 | Σύψα, Νικολάτου και Πιτερός                                       |                                  1 |          444.00 |        843.60 |
| Urology                     | 2024 | Δρακουλή-Κριάλης                                                  |                                  1 |         1260.00 |     104958.00 |
| Urology                     | 2024 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         1189.00 |      87986.00 |
| Urology                     | 2024 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         2361.00 |       7791.30 |
| Urology                     | 2024 | Φωτιάδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                                    |                                  1 |          983.00 |       5603.10 |
| Urology                     | 2025 | Ντόβας, Τζιόρτζιος και Τζιωρτζή                                   |                                  1 |         1264.00 |      28692.80 |
| Urology                     | 2026 | Ρίσβας, Λεπίδα και Μασόπουλος                                     |                                  1 |         3194.00 |       3194.00 |
| Urology                     | 2026 | Χατζηχαρίστου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ                               |                                  1 |         5235.00 |       5758.50 |
+-----------------------------+------+-------------------------------------------------------------------+------------------------------------+-----------------+---------------+
337 rows in set (0.023 sec)

MariaDB [ntua_db_2026]> notee;
